word	type	identifier
Androstenedione	Chemical	MESH:D000735
Progesterone Cholesterol	Chemical	MESH:D011374
Estrane	Chemical	MESH:D004962
Uracil	Chemical	MESH:D014498
Deoxyribose 5-phosphate	Chemical	MESH:C058245
6-phosphate	Chemical	MESH:D010710
AICA-ribonucleotide	Chemical	MESH:C031143
Hypoxanthine	Chemical	MESH:D019271
Xanthosine-Methylxanthinel-Meyric acid	Chemical	MESH:C005893
GTP Deoxyspiterin	Chemical	MESH:D006160
Hydroxyvaleric acid	Chemical	MESH:C469548
Acyl-carnitines	Chemical	MESH:D002331
Propionyl-CoA 3-Hydroxyetylcarnitine Carnitine	Chemical	MESH:C003223
Ketolecine	Chemical	NA
NADH NAD	Chemical	MESH:D009243
Pyrivate Pyridoxamine 5-phosphate Thiarine GlyciseN-Heptancylglycine	Chemical	MESH:C010627
Lipoamide	Chemical	MESH:C013091
Fatty acid	Chemical	MESH:D005227
Fumarate	Chemical	MESH:D005650
Acyl-CoA Diacylglycerol Phosphorylcholine Choline	Chemical	MESH:D000214
Dilydride	Chemical	NA
Citramalic acid N-Acetyl-L-aspartic acid L-aspartate-Phenylalanine Tyrosine Ubiquinone	Chemical	NA
N-lactyl-Phenyl	Chemical	MESH:C047009
L-methionine	Chemical	MESH:D008715
Methionine	Chemical	MESH:D008715
Ethanolamine	Chemical	MESH:D004983
L-Ghic acid Arginine	Chemical	NA
NAs	Chemical	MESH:D012964
NAs	Chemical	MESH:D012964
