word	source	identifier
sugar	MESH	D002241
sulfate	MESH	D013431
glutamine	MESH	C578860
amine	MESH	D000588
Mg	MESH	D008274
amino	MESH	D000596
glucose	MESH	D005947
GlcNa-6P	MESH	D012964
GlcNa	MESH	D012964
Na	MESH	D012964
NADH NAD	MESH	D009243
fructose-6P	MESH	D005632
xylulose-5P	MESH	D014996
ribulose-5P	MESH	C100182
FeFe	MESH	D007501
erythrose-4P	MESH	C073321
glyceraldehyde-3P	MESH	D005985
ribose-5P	MESH	D012266
phosphoenolpyruvate	MESH	D010728
D-lactate	MESH	D019344
ADP	MESH	D000244
pyruvate	MESH	D011773
formate	MESH	D005561
ATP	MESH	D000255
oxaloacetate	MESH	D010071
acetyl-CoA	MESH	D000105
citrate TCA fumarate	MESH	C102006
succinate	MESH	D013386
acetaldehyde isocitrate	MESH	D007523
2-oxoglutaratesuccinyl-CoA	MESH	C065987
NiFe	MESH	C550717
ethanol	MESH	D000431
Ca	MESH	D002118
