word	type	identifier
Oxaloacetate	Chemical	MESH:D010071
Sucrose	Chemical	MESH:D013395
Glucose	Chemical	MESH:D005947
Fructose-6-phosphate	Chemical	MESH:C027618
Fructose-1,6-bisphosphate	Chemical	MESH:C029063
Phosphoenolpyruvate	Chemical	MESH:D010728
Pyruvate	Chemical	MESH:D011773
Pyruvate	Chemical	MESH:D011773
Acetyl-CoA	Chemical	MESH:D000105
Fructose	Chemical	MESH:D005632
Succinate	Chemical	MESH:D013386
semialdehyde	Chemical	MESH:C009338
Citrate	Chemical	MESH:C102006
Succinate	Chemical	MESH:D013386
GABA	Chemical	MESH:D005680
Sucrose	Chemical	MESH:D013395
Fructose	Chemical	MESH:D005632
Glucose	Chemical	MESH:D005947
Citrate	Chemical	MESH:C102006
Citrate	Chemical	MESH:C102006
Isocitrate	Chemical	MESH:D007523
NADP	Chemical	MESH:D009249
2-oxoglutarate	Chemical	MESH:C029743
Glutamate	Chemical	NA
GABA	Chemical	MESH:D005680
Proline	Chemical	MESH:C489032
