word	mesh	match	name	chebi
Gefitinib	mesh:C419708	NA	NA	NA
erlotinib	mesh:C400278	NA	NA	NA
osimertinib	NA	NA	NA	NA
Lapatinib	mesh:C490728	NA	NA	NA
afatinib	mesh:C522924	NA	NA	NA
neratinib	mesh:C487932	neratinib	neratinib	chebi:61397
buparlisib	mesh:C571178	BKM120	NVP-BKM120	chebi:71954
Tanespimycin	mesh:C112765	tanespimycin	tanespimycin	chebi:64153
alvespimycin	mesh:C448659	alvespimycin	17-(dimethylaminoethylamino)-17-demethoxygeldanamycin	chebi:65324
Rapamycin	mesh:D020123	Sirolimus	sirolimus	chebi:9168
