word	mesh	match	name	doid
Nephropathies	mesh:D007674	NA	NA	NA
nephropathy	mesh:D007674	NA	NA	NA
glomerulonephritis	mesh:D005921	NA	NA	NA
nephropathy	mesh:D007674	NA	NA	NA
Membranous nephropathy	mesh:D007674	NA	NA	NA
Cryoglobulinemic glomerulopathy	mesh:D007674	NA	NA	NA
Necrosis	mesh:D009336	NA	NA	NA
Fibrosis	mesh:D005355	NA	NA	NA
Hypoxia	mesh:D000860	NA	NA	NA
Proteinuria	mesh:D011507	NA	NA	NA
Thrombosis	mesh:D013927	NA	NA	NA
Nephropathies	mesh:D007674	NA	NA	NA
glomerulonephritis	mesh:D005921	NA	NA	NA
C3 glomerulopathy	mesh:C565169	NA	NA	NA
Atypical hemolytic uremic syndrome	mesh:D065766	Atypical Hemolytic Uremic Syndrome	atypical hemolytic-uremic syndrome	doid:0080301
Nephropathies	mesh:D007674	NA	NA	NA
inflammation	mesh:D007249	NA	NA	NA
vasculitis	mesh:D014657	NA	NA	NA
Fibrosis	mesh:D005355	NA	NA	NA
