word	type	identifier
Alcohol	Chemical	MESH:D000431
Fructose-1,6-2P	Chemical	MESH:D005632
Glyceraldehyde-3-P	Chemical	MESH:D005985
Glycerate-1,3-2P	Chemical	MESH:C005156
Glycerate-3-P	Chemical	MESH:C005156
Glycerate-2-P	Chemical	MESH:C008885
Phosphoenol pyruvate	Chemical	MESH:C015443
Pyruvate	Chemical	MESH:D011773
ENO	Chemical	MESH:C095157
BGIOSGA023247	Chemical	NA
BGIOSGA032264	Chemical	NA
BGIOSGA034309	Chemical	NA
BGIOSGA033377	Chemical	MESH:C096974
BGIOSGA034312	Chemical	NA
BGIOSGA016636	Chemical	NA
BGIOSGA011768	Chemical	NA
BGIOSGA016539	Chemical	NA
BGIOSGA017793	Chemical	NA
BGIOSGA031837	Chemical	NA
BGIOSGA031835	Chemical	NA
BGIOSGA031838	Chemical	NA
BGIOSGA012554	Chemical	NA
BGIOSGA012556	Chemical	NA
BGIOSGA032247	Chemical	NA
BGIOSGA014088	Chemical	NA
BGIOSGA036640	Chemical	NA
BGIOSGA035008	Chemical	NA
Isocitrate	Chemical	MESH:D007523
oxoglutarate	Chemical	MESH:D007656
BGIOSGA026941	Chemical	NA
BGIOSGA036512	Chemical	NA
BGIOSGA029780	Chemical	NA
Citrate	Chemical	MESH:C102006
Acetyl-CoA	Chemical	MESH:D000105
BGIOSGA018788	Chemical	NA
BGIOSGA020406	Chemical	NA
BGIOSGA014873	Chemical	NA
TCA	Chemical	MESH:C000589078
BGIOSGA035708	Chemical	NA
Oxaloacetate	Chemical	MESH:D010071
Succinyl-CoA	Chemical	MESH:C012046
BGIOSGA008643 LSC	Chemical	NA
BGIOSGA016387	Chemical	NA
BGIOSGA026932	Chemical	NA
BGIOSGA033134	Chemical	NA
BGIOSGA017517	Chemical	NA
BGIOSGA014873	Chemical	NA
Succinate	Chemical	MESH:D013386
Fumarate	Chemical	MESH:D005650
