word	mesh	match	name	doid
lymphoma	mesh:D008223	NA	NA	NA
asthma	mesh:D001249	NA	NA	NA
SCID	mesh:D053632	X-Linked Combined Immunodeficiency Diseases	X-linked severe combined immunodeficiency	doid:0060013
leukemia	mesh:D007938	NA	NA	NA
phoma	NA	NA	NA	NA
neoplasms	mesh:D009369	NA	NA	NA
blastic leukemia	mesh:D007938	NA	NA	NA
allergy	mesh:D004342	NA	NA	NA
HES	mesh:D017681	Hypereosinophilic Syndrome	Loeffler endocarditis	doid:396
leukemia	mesh:D007938	NA	NA	NA
leukemia	mesh:D007938	NA	NA	NA
growth failure	mesh:D006130	NA	NA	NA
lymphoma	mesh:D008223	NA	NA	NA
eczema	mesh:D004485	NA	NA	NA
SLE	mesh:D008180	NA	NA	NA
eczema	mesh:D004485	NA	NA	NA
malignancy	mesh:D009369	NA	NA	NA
urticaria	mesh:D014581	urticaria	Urticaria	doid:1555
HES	mesh:D017681	Hypereosinophilic Syndrome	Loeffler endocarditis	doid:396
diarrhea infection	mesh:D003967	NA	NA	NA
