word	source	identifier
NAD	MESH	D009243
Trp	MESH	C509690
glutathione	MESH	D005978
Phe	MESH	C026650
Tyr	MESH	C042696
folate	MESH	D005492
carbon	MESH	D002244
Met	MESH	C034758
pyruvate	MESH	D011773
Ala	MESH	C026593
glyoxylate	MESH	D006038
3-phosphoglycerate	MESH	C005156
Ser	MESH	C530429
Trp prephenate	MESH	C005550
Sr	MESH	D013324
ribose-5-phosphate	MESH	C031626
Thr	MESH	C055175
heme	MESH	D006418
phosphoenolpyruvate	MESH	D010728
His	MESH	C471213
Val	MESH	C081489
pyrimidines	MESH	C030986
ketoisovalerate	MESH	C001505
Leu	MESH	C038361
Gly Glu	MESH	C046223
Asp	MESH	C108952
succinate	MESH	D013386
ketobutyrate	MESH	C005087
carbamoyl	MESH	D002221
Arg	MESH	C076685
GABA	MESH	D005680
NH	MESH	D000641
urea	MESH	D014508
oxaloacetate	MESH	D010071
TSA	MESH	C070842
polyamines	MESH	D011073
glutamate		
glutamine	MESH	C578860
sulfate	MESH	D013431
homoserine Asp	MESH	C088386
amino acids	MESH	D000596
Cys	MESH	C046557
Lys	MESH	C026591
Asn	MESH	C528802
His Trp	MESH	C509582
semialdehyde	MESH	C009338
homocysteine	MESH	D006710
SAM	MESH	C455845
biotin	MESH	D001710
glutarate	MESH	D005977
alcohols	MESH	D000431
ergosterol	MESH	D004875
