word	mesh	match	name	chebi
6-(2-oxopropyl)piperidine-2-carboxylic acid	mesh:C071076	NA	NA	NA
6-(carboxymethyl)piperidine-2-carboxylic acid	mesh:C008919	NA	NA	NA
pipecolic acid	mesh:D010875	NA	NA	NA
piperideine-6-carboxylic acid	mesh:C008919	NA	NA	NA
L-lysine	mesh:C114808	Tyr-Lys	tyrosyl-lysine	chebi:75004
saccharopine	NA	NA	NA	NA
o-aminoadipic semialdehyde	mesh:C000061	NA	NA	NA
aminoadipic semialdehyde	mesh:C000061	NA	NA	NA
aminoadipic acid	mesh:D015074	2-Aminoadipic Acid	2-aminoadipic acid	chebi:37024
a-AAA	mesh:C407023	NA	NA	NA
