word	mesh	match	name	chebi
Glycerol	mesh:D005990	Glycerol	glycerol	chebi:17754
Glycerate 3-phosphate	mesh:C005156	NA	NA	NA
Glyceraldehyde 3-phosphate	mesh:D005986	Glyceraldehyde 3-Phosphate	glyceraldehyde 3-phosphate	chebi:17138
TCA	mesh:C000589078	NA	NA	NA
phosphoenolpyruvate	mesh:D010728	Phosphoenolpyruvate	phosphoenolpyruvate	chebi:18021
acetyl-CoA	mesh:D000105	Acetyl Coenzyme A	acetyl-CoA	chebi:15351
Pyruvate D1-Deoxy-D-xylose-5-phosphate	mesh:C054739	NA	NA	NA
4-phosphate	mesh:D010710	NA	NA	NA
2-C-Methyl-F-erythritol 4-phosphate	mesh:C114232	NA	NA	NA
4-CDP-Methyl-D-erythritol	mesh:D003565	Cytidine Diphosphate	CDP	chebi:17239
4-CDP-C-Methyl-D-erythritol-2-phosphate	mesh:C114232	NA	NA	NA
Isopentenyl Diphosphate	mesh:C004809	NA	NA	NA
2-C-Methyl-D-erythritol-2,4-cyclopyriphosphate	mesh:C114232	NA	NA	NA
1-Hydroxy-2-Methyl-2-(E)-Butenyl-4-Pyriphosphate	mesh:C038181	Capillartemisin A	capillartemisin A	chebi:81341
Dimethylallyl Pyrophosphate	mesh:C043060	NA	NA	NA
Geranyl Diphosphate	mesh:C511282	NA	NA	NA
Farnesyl	mesh:C042455	NA	NA	NA
Heptaprenyl Diphosphate	mesh:C000595285	NA	NA	NA
2-Demethymenaquinone	mesh:C021591	NA	NA	NA
Menaquinone	mesh:D024482	NA	NA	NA
5-0-(1-carboxyvinyl)-3-phosphoshikimate	mesh:C520201	NA	NA	NA
2-Succinyl-5-enolpyruvyl-6-hydroxy-3-Cyclohexene-1-carboxylate	mesh:C524466	(1R,2S,5S,6S)-2-(3-carboxypropanoyl)-5-[(1-carboxyvinyl)oxy]-6-hydroxycyclohex-3-ene-1-carboxylic acid	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylic acid	chebi:50271
2-Succinyl-6-hydroxy-2,4-Cyclohexadiene-1-carboxylate	mesh:C048401	cyclohexa-1,4-diene	1,4-cyclohexadiene	chebi:37611
2-Succinylbenzoyl-acid	mesh:C034775	NA	NA	NA
2-Succinylbenzoyl-CoA	mesh:C034775	NA	NA	NA
1,4-Dihydroxy-2-naphthoate	mesh:C024023	NA	NA	NA
1,4-Dihydroxy-2-naphthoate	mesh:C024023	NA	NA	NA
