word	type	identifier
2-Hydroxyphenylpropanoate	Chemical	MESH:C549120
trans-2-Hydroxy-Cinnamate 4-Coumaroyl-CoA	Chemical	MESH:C025385
Phenylacetaldehyde	Chemical	MESH:C013192
Phenylalanine	Chemical	MESH:C119108
PPDC	Chemical	MESH:C438901
Chrysin	Chemical	MESH:C043561
trans-Cinnamate	Chemical	MESH:C025385
Phenylethylamine	Chemical	MESH:D010627
Flavonoid	Chemical	MESH:D005419
Phenylpyruvate	Chemical	MESH:C031606
4-Coumarate	Chemical	MESH:C573280
CHI	Chemical	MESH:C084533
Phenylalanine	Chemical	MESH:C119108
Phenylalanine	Chemical	MESH:C119108
chalcone	Chemical	MESH:D047188
Cinnamic acid	Chemical	MESH:C029010
PAH	Chemical	MESH:D010130
Ubiquinone	Chemical	MESH:D014451
terpenoid-quinone	Chemical	MESH:D013729
4-Hydroxybenzoyl-CoA	Chemical	MESH:C058482
(R)-3-(4-Hydroxyphenyl)-lactate	Chemical	MESH:D019344
4-Hydroxy-phenylpyruate	Chemical	MESH:D006880
Tyrosine	Chemical	NA
p-Coumaric acid	Chemical	MESH:C032171
Coumaroyl-CoA	Chemical	MESH:C058644
p-Coumaroylquinic acid	Chemical	MESH:C007140
TAM	Chemical	MESH:C419191
Caffeoylquinic acid	Chemical	MESH:C472707
4-Hydroxybenzoate	Chemical	MESH:C038193
Phenylpropanoid	Chemical	MESH:C520402
Tyrosine	Chemical	NA
Tyrosine	Chemical	NA
Ferulic acid	Chemical	MESH:C004999
Caffeic acid	Chemical	MESH:D002109
Caffeoyl-CoA	Chemical	MESH:C058645
Stilbenoid	Chemical	MESH:C576143
diarylheptanoid	Chemical	MESH:D036381
gingerol	Chemical	MESH:C007845
