word	source	identifier
7,8-dihydropteroate	MESH	C000978
8-dihydropteroate	MESH	C000978
7,8-dihydromonapterin triphosphate	MESH	C005692
8-dihydrofolate	MESH	C010920
dihydrofolate	MESH	C010920
7,8-dihydroneopterin triphosphate	MESH	C013490
dihydroneopterin triphosphate	MESH	C013490
6-hydroxymethyl-7,8-dihydropterin	MESH	C492818
6-hydroxymethyl-7,8-dihydropterin pyrophosphate	MESH	C492819
Sulfamethoxazole	MESH	D013420
tetrahydrofolate	MESH	D013763
Trimethoprim	MESH	D014295
4-aminobenzoate	MESH	D062366
