word	mesh	match	name	doid
cancer	NA	cancer	cancer	DOID:162
cancer	NA	cancer	cancer	DOID:162
cancer	NA	cancer	cancer	DOID:162
Hepatitis	NA	hepatitis	hepatitis	DOID:2237
atherosclerosis	NA	atherosclerosis	atherosclerosis	DOID:1936
cancer	NA	cancer	cancer	DOID:162
cancer	NA	cancer	cancer	DOID:162
leukemia	NA	leukemia	leukemia	DOID:1240
Hepatitis B	NA	hepatitis B	hepatitis B	DOID:2043
Prostate cancer	NA	prostate cancer	prostate cancer	DOID:10283
myeloid leukemia	NA	myeloid leukemia	myeloid leukemia	DOID:8692
Human cytomegalovirus infection	NA	human cytomegalovirus infection	human cytomegalovirus infection	DOID:0080827
Acute myeloid leukemia	NA	acute myeloid leukemia	acute myeloid leukemia	DOID:9119
