word	source	identifier
Sucrose	MESH	D013395
HFCS	MESH	C114505
NADPH	MESH	D009249
NADP	MESH	D009249
NAD	MESH	D009243
NADH	MESH	D009243
Glucose	MESH	D005947
Sorbitol	MESH	D013012
Fructose	MESH	D005632
Triglycerides	MESH	D014280
ATP	MESH	D000255
aldose	MESH	C525611
adenosine triphosphate	MESH	D000255
fructose	MESH	D005632
carbohydrate	MESH	D002241
nicotinamide adenine dinucleotide	MESH	D009243
nicotinamide-adenine dinucleotide	MESH	D009243
nicotinamide adenine dinucleotide phosphate	MESH	D009249
sorbitol	MESH	D013012
