word	type	identifier
tryptophan	Chemical	NA
Zm00001d034388	Chemical	MESH:C098812
Tryptamine	Chemical	MESH:C030820
TAM	Chemical	MESH:C419191
N-Hydroxy-tryptamine	Chemical	MESH:C030820
Indole-3-acetaldoxime	Chemical	MESH:C467098
Indole-3-acetaldehyde Indole-3-acetonitrile	Chemical	MESH:C016516
Indole-3-acetaldehyde	Chemical	MESH:C001655
Tryptophan	Chemical	NA
Trp	Chemical	MESH:C509690
Tryptophan	Chemical	NA
Indolepyruvate	Chemical	NA
IPA	Chemical	MESH:C507406
d039323	Chemical	MESH:C028145
Indoleacetate	Chemical	MESH:C030737
Indole-3-acetamide	Chemical	MESH:C015950
Indole-3-acetamide	Chemical	MESH:C015950
