word	type	identifier
Pyruvate	Chemical	MESH:D011773
Phosphoenol-pyruvate	Chemical	MESH:C015443
Glucose	Chemical	MESH:D005947
2-Hydroxy-ethyl-ThPP	Chemical	MESH:D013910
Acetaldehyde	Chemical	MESH:D000079
ENO	Chemical	MESH:C095157
Sucrose	Chemical	MESH:D013395
Glucoside	Chemical	MESH:D005960
Acetate	Chemical	MESH:D000085
Glucose	Chemical	MESH:D005947
Glucose	Chemical	MESH:D005947
GDP-Glucose	Chemical	MESH:C100085
Dihydrolipoamide	Chemical	MESH:C007409
Fructose	Chemical	MESH:D005632
B-D-Glucose	Chemical	MESH:D005947
PGT	Chemical	MESH:C064893
S-Acetyl-dihydrolipoarride	Chemical	MESH:D013455
Acetyl-CoA	Chemical	MESH:D000105
Glycerate-3P	Chemical	MESH:C005156
D-Fructose-6P	Chemical	MESH:D005632
Sucrose	Chemical	MESH:D013395
Sucrose	Chemical	MESH:D013395
UDP	Chemical	MESH:D014530
Glucose	Chemical	MESH:D005947
Glucose	Chemical	MESH:D005947
D-Glucose	Chemical	MESH:D005947
D-Fructose-6P	Chemical	MESH:D005632
Fructose	Chemical	MESH:D005632
Glyceraldehyde	Chemical	MESH:D005985
Trehalose	Chemical	MESH:D014199
Trehalose-6P	Chemical	MESH:D014199
ADP	Chemical	MESH:D000244
Glucose	Chemical	MESH:D005947
D-Fructose-2	Chemical	MESH:D005632
D-Mannose-6P	Chemical	MESH:D008358
D-Glyceraldehyde	Chemical	MESH:D005985
D-Mannose-1P- GMPP	Chemical	MESH:D008358
D-Glucose	Chemical	MESH:D005947
D-Fructose-2P	Chemical	MESH:D005632
Sucrose	Chemical	MESH:D013395
MAPA	Chemical	MESH:C040719
Glucose	Chemical	MESH:D005947
D-Mannose	Chemical	MESH:D008358
GDP-D-Mannose	Chemical	MESH:D006155
Sorbitol	Chemical	MESH:D013012
D-Fructose	Chemical	MESH:D005632
1,4-B-Mannan	Chemical	MESH:D008351
D-Fructose	Chemical	MESH:D005632
Fructose	Chemical	MESH:D005632
Fructose	Chemical	MESH:D005632
Mannose	Chemical	MESH:D008358
