word	type	identifier
NADP	Chemical	MESH:D009249
GSSG	Chemical	MESH:D019803
Glutamine	Chemical	MESH:C578860
Glutamine	Chemical	MESH:C578860
Cystine	Chemical	MESH:D003553
Glutamate	Chemical	NA
GSH	Chemical	MESH:D005978
NADPH	Chemical	MESH:D009249
Glutamate	Chemical	NA
GSH	Chemical	MESH:D005978
CoQ	Chemical	MESH:C028325
DHODH	Chemical	NA
Cystine	Chemical	MESH:D003553
Glutamate	Chemical	NA
Cysteine	Chemical	MESH:D003545
GSH	Chemical	MESH:D005978
OH	Chemical	MESH:C031356
TCA	Chemical	MESH:C000589078
Se	Chemical	MESH:D012643
OOH	Chemical	MESH:C069471
NADH	Chemical	MESH:D009243
Mevalonate	Chemical	MESH:D008798
Acetyl-CoA	Chemical	MESH:D000105
Fe3O	Chemical	MESH:D007501
Mevalonate	Chemical	MESH:D008798
Isopentenyl	Chemical	MESH:C004809
Farnesyl	Chemical	MESH:C042455
Fe	Chemical	MESH:D007501
PUFA	Chemical	MESH:D015525
Iron	Chemical	MESH:D007501
PUFA	Chemical	MESH:D015525
Fe2+	Chemical	MESH:D007501
CoQ	Chemical	MESH:C028325
Fe2+	Chemical	MESH:D007501
PUFA	Chemical	MESH:D015525
O	Chemical	MESH:D013481
GTP	Chemical	MESH:D006160
BH	Chemical	MESH:C006008
Fe3O	Chemical	MESH:D007501
PUFA-OOH	Chemical	MESH:D015525
Cystine	Chemical	MESH:D003553
Cysteine	Chemical	MESH:D003545
GSH	Chemical	MESH:D005978
