word	mesh	match	name	doid
cancer	NA	cancer	cancer	DOID:162
cancer	NA	cancer	cancer	DOID:162
Cancer	NA	cancer	cancer	DOID:162
Cancer	NA	cancer	cancer	DOID:162
cancer	NA	cancer	cancer	DOID:162
cancer	NA	cancer	cancer	DOID:162
Cancer	NA	cancer	cancer	DOID:162
cancer	NA	cancer	cancer	DOID:162
Cancer	NA	cancer	cancer	DOID:162
Lung cancer	NA	lung cancer	lung cancer	DOID:1324
Breast cancer	NA	breast cancer	breast cancer	DOID:1612
Lung cancer	NA	lung cancer	lung cancer	DOID:1324
Breast cancer	NA	breast cancer	breast cancer	DOID:1612
