word	mesh	match	name	chebi
Oxaloacetate	mesh:D010071	NA	NA	NA
Acetyl-CoA	mesh:D000105	Acetyl Coenzyme A	acetyl-CoA	chebi:15351
Citrate	mesh:C102006	NA	NA	NA
PDP	mesh:C434787	NA	NA	NA
Succinate	mesh:D013386	Succinates	succinate	chebi:26806
Ca2+	mesh:D002118	Calcium	calcium atom	chebi:22984
Isocitrate	mesh:D007523	NA	NA	NA
Ca2+	mesh:D002118	Calcium	calcium atom	chebi:22984
Ca2+	mesh:D002118	Calcium	calcium atom	chebi:22984
Cn	mesh:C080517	NA	NA	NA
Ca2+	mesh:D002118	Calcium	calcium atom	chebi:22984
Fn	mesh:C494143	NA	NA	NA
