word	mesh	match	name	doid
Cancer	NA	cancer	cancer	DOID:162
Cancer	NA	cancer	cancer	DOID:162
Cancer	NA	cancer	cancer	DOID:162
cardiomyopathy	NA	cardiomyopathy	cardiomyopathy	DOID:0050700
cancer	NA	cancer	cancer	DOID:162
cancer	NA	cancer	cancer	DOID:162
pancreatitis	NA	pancreatitis	pancreatitis	DOID:4989
pancreatitis	NA	pancreatitis	pancreatitis	DOID:4989
pancreatitis	NA	pancreatitis	pancreatitis	DOID:4989
pancreatitis	NA	pancreatitis	pancreatitis	DOID:4989
pancreatitis	NA	pancreatitis	pancreatitis	DOID:4989
pancreatitis	NA	pancreatitis	pancreatitis	DOID:4989
cancer	NA	cancer	cancer	DOID:162
Pulmonary Fibrosis	NA	pulmonary fibrosis	pulmonary fibrosis	DOID:3770
Pancreatic Cancer	NA	pancreatic cancer	pancreatic cancer	DOID:1793
Pancreatic cancer	NA	pancreatic cancer	pancreatic cancer	DOID:1793
Alcoholic pancreatitis	NA	alcoholic pancreatitis	alcoholic pancreatitis	DOID:4988
