word	source	identifier
D-fructose-6-P< PGI	MESH	D005632
D-glocose-6-P	MESH	D010695
D-mannose-6-P	MESH	D008358
UDP	MESH	D014530
UDP-D-galacturonic acid GDP-L-Galactose	MESH	C050306
GDP-L-Gulose	MESH	C480160
UDP-D-glucuronic acid	MESH	D014535
D-mannose-1-P	MESH	D008358
GMP	MESH	C068152
GDP-D-mannose	MESH	D006155
D-galacturonic acid	MESH	C007819
D-Galactose-P	MESH	D005690
D-glucuronic acid-1-P	MESH	D020723
L-galacturonic acid	MESH	C007819
L-Galactose	MESH	D005690
D-glucuronic acid	MESH	D020723
L-Galactono-1	MESH	C534014
L-Gulconic acid		
lactone	MESH	D007783
L-Gulcono-1,4 lactone Myo inositol	MESH	C572459
L-tartaric acid	MESH	C029768
Gluconaldehyde		
DHA	MESH	C111716
Oxalic acid	MESH	D019815
Diketogluconate	MESH	C063875
L-threonic acid	MESH	C011369
