word	mesh	match	name	chebi
N	mesh:D009584	Nitrogen	dinitrogen	chebi:17997
2-OG	mesh:C453560	NA	NA	NA
Glutamine	mesh:C578860	Arg-Gln	arginyl-glutamine	chebi:73813
Glu	mesh:C094686	Glu-Glu	glutamyl-glutamic acid	chebi:5390
NADPH NADP	mesh:D009249	NA	NA	NA
ATP	mesh:D000255	Adenosine Triphosphate	ATP	chebi:15422
Gin ADP	mesh:D000244	NA	NA	NA
ATP Glu	mesh:D000255	Adenosine Triphosphate	ATP	chebi:15422
NH	mesh:D000641	Ammonia	ammonia	chebi:16134
Mo-Fe	mesh:D007501	Iron	iron atom	chebi:18248
ADP	mesh:D000244	NA	NA	NA
Fe	mesh:D007501	Iron	iron atom	chebi:18248
AMP	mesh:D000249	adenosine 5'-monophosphate	Adenosine Monophosphate	chebi:16027
