word	type	identifier
Retinoic acid	Chemical	MESH:D014212
fatty acid	Chemical	MESH:D005227
fatty acid	Chemical	MESH:D005227
9-c-Retinoic acid	Chemical	MESH:C105492
Thaline	Chemical	NA
fatty acid	Chemical	MESH:D005227
Cholesterol	Chemical	MESH:D002784
Cholesterol	Chemical	MESH:D002784
Fatty acid	Chemical	MESH:D005227
Cholesterol	Chemical	MESH:D002784
Ta-Hydrory-cholestrol	Chemical	MESH:D013635
Ta-Hydroxycholest-4-en-3-one	Chemical	MESH:C089054
120-diol-3-one	Chemical	MESH:C058526
Fatty acid	Chemical	MESH:D005227
