word	source	identifier
3P-Hydroxy	MESH	D010695
Phosphoserine	MESH	C054334
D-Serine	MESH	C047902
D-lombricine	MESH	C007792
Methane	MESH	D008697
Sphingolipid	MESH	D013107
Citrate	MESH	C102006
10940 LTryptophane		
Serine	MESH	C047902
Tryptophane	MESH	C436446
Cystathionineo		
Sulfur	MESH	D013455
O-Phosphatidyl	MESH	C067348
Cyanoamino acid	MESH	C485200
5,10-Methylene-THF	MESH	C006461
Glyoxylate	MESH	D006038
methionine	MESH	D008715
Cysteine	MESH	D003545
Creatine	MESH	D003401
Guanidinoacetate	MESH	C004946
Glycine	MESH	D005998
O	MESH	D013481
THF	MESH	C006461
S-Amino	MESH	D000596
methyldihydro	MESH	C091071
Sarcosine	MESH	D012521
Porphyrine	MESH	C099421
S-Aminolevulinate	MESH	D000622
Purine	MESH	D011687
OLAllothreonine		
