word	type	identifier
Glucose	Chemical	MESH:D005947
glucose-6-phosphate	Chemical	MESH:D019298
Fructose-6-phosphate	Chemical	MESH:C027618
Fructose-1,6-bisphosphate	Chemical	MESH:C029063
Phosphoenolpyruvate	Chemical	MESH:D010728
Pyruvate	Chemical	MESH:D011773
lactate	Chemical	MESH:D019344
AMP	Chemical	MESH:D000249
ATP	Chemical	MESH:D000255
Polyphenols	Chemical	MESH:D059808
Resveratrol	Chemical	MESH:C059514
Epigallocatechin gallate	Chemical	MESH:C045651
Quercetin	Chemical	MESH:D011794
Morusin	Chemical	MESH:C057451
Berberine	Chemical	MESH:D001599
Saponins	Chemical	MESH:D012503
saponin	Chemical	MESH:D012503
