word	source	identifier
Pyrimidine	MESH	C030986
Pentane Phasyuhate	MESH	C033353
DMAPP	MESH	C043060
Acetate	MESH	D000085
acetate	MESH	D000085
Alanine	MESH	D000409
Arabinose	MESH	D001089
Asparagine	MESH	D001216
Aspartate Oxalo	MESH	D001224
Carbohydrate	MESH	D002241
Cysteine	MESH	D003545
Fatty Acid	MESH	D005227
Glutamine	MESH	D005973
Glycerol	MESH	D005990
Isocitrate	MESH	D007523
Isoleucine	MESH	D007532
Oxoglutarate	MESH	D007656
Leucine	MESH	D007930
Lysine	MESH	D008239
Mannose  acid-palyamine	MESH	D008358
Methionine	MESH	D008715
Nicotinate	MESH	D009525
Phosphate	MESH	D010710
Proline	MESH	D011392
Purine	MESH	D011687
Riboflavin	MESH	D012256
Serine	MESH	D012694
Succinate	MESH	D013386
Threonine	MESH	D013912
Tryptophan	MESH	D014364
Valine	MESH	D014633
Glutamate	MESH	D018698
Ammonium	MESH	D064751
