organism_id	organism_name	organism_group	word	match	ncbigene_symbol	ncbigene_id	source	count_direct	count_match
9606	Homo sapiens	Primates	PCCA	PCCA	PCCA	5095	ncbigene_symbol	5	7
9606	Homo sapiens	Primates	PCCB	PCCB	PCCB	5096	ncbigene_symbol	5	7
9606	Homo sapiens	Primates	ATP,	ATP	ATP8A2	51761	ncbigene_synonym	5	7
9606	Homo sapiens	Primates	Biotin,ATP,HCO,	ATP	ATP8A2	51761	ncbigene_synonym	5	7
9606	Homo sapiens	Primates	MCEE	MCEE	MCEE	84693	ncbigene_symbol	5	7
9606	Homo sapiens	Primates	MUT	MUT	MMUT	4594	ncbigene_synonym	5	7
9606	Homo sapiens	Primates	MMAA,	MMAA	MMAA	166785	ncbigene_symbol	5	7
9606	Homo sapiens	Primates	MMAA,	MMAA	SLC7A5P2	387254	ncbigene_synonym	5	7
9606	Homo sapiens	Primates	MMAB	MMAB	MMAB	326625	ncbigene_symbol	5	7
7955	Danio rerio	Vertebrates	PCCA	PCCA	pcca	437019	ncbigene_symbol	5	6
7955	Danio rerio	Vertebrates	PCCA	PCCA	zc3h13	560041	ncbigene_synonym	5	6
7955	Danio rerio	Vertebrates	PCCB	PCCB	pccb	405861	ncbigene_symbol	5	6
7955	Danio rerio	Vertebrates	MCEE	MCEE	mcee	553804	ncbigene_symbol	5	6
7955	Danio rerio	Vertebrates	MUT	MUT	mmut	569581	ncbigene_synonym	5	6
7955	Danio rerio	Vertebrates	MMAA,	MMAA	mmaa	564760	ncbigene_symbol	5	6
7955	Danio rerio	Vertebrates	MMAB	MMAB	mmab	557077	ncbigene_symbol	5	6
