word	source	identifier
CoA	MESH	C065987
Pyruvate	MESH	D011773
D-Glyceraldehyde 3-phosphate	MESH	D005986
3-Hydroxy-3-methylglutaryl-CoA	MESH	C008047
2-C-Methyl-D-erythritol 4-phosphate	MESH	C114232
Mevalonate	MESH	D008798
4(Cytidine 5-diphospho)-2-C-methyl-D-erythritol	MESH	C114232
Mevalonate-5-phosphate	MESH	C045038
2-Phospho-4-(cytidine 5-diphospho)-2-C-methyl-D-erythritol	MESH	C114232
Mevalonate-5-diphosphate	MESH	C046285
2-C-Methyl-D-erythritol 2,4-cyclodiphosphate	MESH	C443879
MPDC	MESH	C116658
Isopentenyl diphosphate	MESH	C004809
Dimethylallyl diphosphate	MESH	C043060
4-Hydroxy-3-methylbut-2-enyl-diphosphate	MESH	C467061
Farnesyl pyrophosphate	MESH	C004808
Patchoulol	MESH	C052983
