word	type	identifier
lysine	Chemical	MESH:C114808
Aspartate	Chemical	NA
isoleucine	Chemical	MESH:C043801
methionine	Chemical	MESH:D008715
isoleucine	Chemical	MESH:C043801
serine	Chemical	MESH:C047902
carbon	Chemical	MESH:D002244
NADPH	Chemical	MESH:D009249
NADH	Chemical	MESH:D009243
isoleucine	Chemical	MESH:C043801
valine	Chemical	MESH:C521924
leucine	Chemical	MESH:C038361
TCA	Chemical	MESH:C000589078
NADP	Chemical	MESH:D009249
H	Chemical	MESH:D006859
lysine	Chemical	MESH:C114808
methionine	Chemical	MESH:D008715
serine	Chemical	MESH:C047902
isoleucine	Chemical	MESH:C043801
valine	Chemical	MESH:C521924
carbon	Chemical	MESH:D002244
NADPH	Chemical	MESH:D009249
NADH	Chemical	MESH:D009243
isoleucine	Chemical	MESH:C043801
valine	Chemical	MESH:C521924
leucine	Chemical	MESH:C038361
TCA	Chemical	MESH:C000589078
