word	source	identifier
Erythrose-4P	MESH	C073321
Ribulose-5P	MESH	C100182
Acetate	MESH	D000085
Arabinose	MESH	D001089
carbohydrates	MESH	D002241
Fructose-6P	MESH	D005632
Galactose	MESH	D005690
Glucose	MESH	D005947
Glycerol	MESH	D005990
Isocitrate	MESH	D007523
Raffinose Isomaltose Gentobioseglucosamine ArabinogalactanXylosides Ribose	MESH	D007534
Mannose	MESH	D008358
Melibiose	MESH	D008553
Oxaloacetate	MESH	D010071
Pyruvate	MESH	D011773
Ribose	MESH	D012266
Ribose-5P	MESH	D012266
Succinate	MESH	D013386
Sucrose	MESH	D013395
UDP	MESH	D014530
Ribulose-5P Xylulose	MESH	D014996
Glu	MESH	D018698
Lactate	MESH	D019344
