word	mesh	match	name	chebi
ferulic acid	mesh:C004999	NA	NA	NA
coniferyl alcohol	mesh:C010559	coniferol	coniferyl alcohol	chebi:17745
cinnamic acid	mesh:C029010	NA	NA	NA
sinapic acid	mesh:C073734	NA	NA	NA
coniferaldehyde	mesh:C075384	NA	NA	NA
sinapaldehyde	mesh:C075386	NA	NA	NA
p-hydroxy t p-coumaraldehyde	mesh:C117045	NA	NA	NA
sinapic acid p-coumaryl alcohol	mesh:C495469	NA	NA	NA
sinapyl alcohol	mesh:C496130	NA	NA	NA
caffeic acid	mesh:D002109	NA	NA	NA
benzoyl hexose	mesh:D006601	Hexoses	hexose	chebi:18133
caffeoyl hexose	mesh:D006601	Hexoses	hexose	chebi:18133
hexose	mesh:D006601	Hexoses	hexose	chebi:18133
benzoyl malate	mesh:D008293	Malates	malate	chebi:25115
malate	mesh:D008293	Malates	malate	chebi:25115
phenylalanine	mesh:D010649	Phenylalanine	phenylalanine	chebi:28044
acid lignan	mesh:D017705	Lignans	lignan	chebi:25036
lignan	mesh:D017705	Lignans	lignan	chebi:25036
oligolignols  acid lignan	mesh:D017705	Lignans	lignan	chebi:25036
benzoic acid	mesh:D019817	benzoic acid	Benzoic Acid	chebi:30746
