word	mesh	match	name	chebi
Glycerone	mesh:C003037	1-palmitoylglycerone 3-phosphate	palmitoyl dihydroxyacetone phosphate	chebi:17868
phosphate	mesh:D010710	NA	NA	NA
D-glycerate	mesh:C490048	NA	NA	NA
Acyl-ACP	mesh:C053078	L-2-amino-4-chloropent-4-enoic acid	2-amino-4-chloro-4-pentenoic acid	chebi:15885
kojibiose	mesh:C008237	NA	NA	NA
Acyl	mesh:D000214	NA	NA	NA
sn-glycerol	mesh:D014001	Tin	tin atom	chebi:27007
111156 Glycerol	mesh:D005990	Glycerol	glycerol	chebi:17754
1,2-Diacyl-3-(sn-glycero- )	mesh:C411808	NA	NA	NA
aldehyde	mesh:D000447	Aldehydes	aldehyde	chebi:17478
1-Acyl-sn-glycerol	mesh:C032881	1-oleoyl-sn-glycerol 3-phosphate	lysophosphatidic acid	chebi:62837
3-phosphate	mesh:D010710	NA	NA	NA
1,2-Diacyl-3	mesh:C411808	NA	NA	NA
1,2-Diacyl-sn-glycerol	mesh:C411808	NA	NA	NA
1,2-Diacyl-3-(sn-glycero	mesh:C411808	NA	NA	NA
Diacyl	mesh:C411808	NA	NA	NA
Glycerol	mesh:D005990	Glycerol	glycerol	chebi:17754
OAcyl-CoA	mesh:C065987	NA	NA	NA
OAcyl	NA	NA	NA	NA
1,2-Diacyl	mesh:C411808	NA	NA	NA
Monoacyl	mesh:C110189	NA	NA	NA
glycerol	mesh:D005990	Glycerol	glycerol	chebi:17754
3-B-D-glucosyl	mesh:C027788	NA	NA	NA
sn-glycerol 241315	mesh:D014001	Tin	tin atom	chebi:27007
3-Hydroxy	mesh:D006880	hydroxy monocarboxylic acid	Hydroxy Acids	chebi:35868
3-B-D-galactosyl	mesh:C061732	NA	NA	NA
Fatty acid	mesh:D005227	Fatty Acids	fatty acid	chebi:35366
Acyl-CoA	mesh:D000214	NA	NA	NA
UDP	mesh:D014530	Uridine Diphosphate	UDP	chebi:17659
glucose	mesh:D005947	Glucose	D-glucopyranose	chebi:4167
1,3-diol	mesh:C518382	NA	NA	NA
UDP-6-sulfoquinovose	mesh:C096386	NA	NA	NA
Triacylglycerol	mesh:D014280	Triglycerides	triglyceride	chebi:17855
3-6-D-Galactosyl	mesh:C061732	NA	NA	NA
6-sulfo-a-D-quinovosyl	mesh:C496611	NA	NA	NA
D-Glucose	mesh:D005947	Glucose	D-glucopyranose	chebi:4167
1-phosphate	mesh:D010710	NA	NA	NA
Monogalactosyl	mesh:C426675	NA	NA	NA
monoacylglycerol	mesh:D050178	Monoglycerides	monoacylglycerol	chebi:17408
Acyl-monogalactosyl	mesh:D000214	NA	NA	NA
diacylglycerol	mesh:D004075	Diglycerides	diglyceride	chebi:18035
