word	mesh	match	name	doid
Xenobiotic Metabolism	mesh:D008659	NA	NA	NA
LPS	mesh:C536528	Van der Woude syndrome	Van der Woude syndrome	doid:0060239
I-A ovarian cancer	mesh:D010051	NA	NA	NA
ovarian cancer	mesh:D010051	NA	NA	NA
I ovarian cancer	mesh:D010051	NA	NA	NA
ovarian cancer	mesh:D010051	NA	NA	NA
ovarian cancer	mesh:D010051	NA	NA	NA
IV ovarian cancer	mesh:D010051	NA	NA	NA
III-IV ovarian cancer	mesh:D010051	NA	NA	NA
IC ovarian cancer	mesh:D010051	NA	NA	NA
Refractory ovarian cancer	mesh:D010051	NA	NA	NA
ovarian cancer	mesh:D010051	NA	NA	NA
ovarian cancer	mesh:D010051	NA	NA	NA
ovarian cancer	mesh:D010051	NA	NA	NA
ovarian cancer	mesh:D010051	NA	NA	NA
