word	mesh	match	name	chebi
azaphilone	mesh:C494154	azaphilone	azaphilone	chebi:50941
O	mesh:D013481	Superoxides	superoxide	chebi:18421
FAD	mesh:D005182	Flavin-Adenine Dinucleotide	FAD	chebi:16238
O	mesh:D013481	Superoxides	superoxide	chebi:18421
serine	mesh:C047902	NA	NA	NA
cazaldehyde A	NA	NA	NA	NA
FAD	mesh:D005182	Flavin-Adenine Dinucleotide	FAD	chebi:16238
O	mesh:D013481	Superoxides	superoxide	chebi:18421
O-acyl	mesh:D000214	NA	NA	NA
FAD	mesh:D005182	Flavin-Adenine Dinucleotide	FAD	chebi:16238
O	mesh:D013481	Superoxides	superoxide	chebi:18421
O	mesh:D013481	Superoxides	superoxide	chebi:18421
O	mesh:D013481	Superoxides	superoxide	chebi:18421
azaphilone	mesh:C494154	azaphilone	azaphilone	chebi:50941
