word	source	identifier
Leucine	MESH	C038361
Tryptophan		
Lysine	MESH	C114808
Alanine	MESH	D000409
Phenylalanine	MESH	C119108
Cysteine	MESH	D003545
Glycine	MESH	D005998
Serine	MESH	C047902
Threonine	MESH	C061951
Tyrosine		
Pyruvate	MESH	D011773
Acetoacetyl-CoA	MESH	C010667
Acetyl-CoA	MESH	D000105
Isoleucine	MESH	C043801
Asparagine	MESH	C050801
Aspartic acid	MESH	C403564
Oxaloacetate	MESH	D010071
Citric acid	MESH	D019343
Malate	MESH	D008293
Isocitric acid	MESH	C034219
Glutamine	MESH	C578860
Arginine	MESH	D001127
Histidine	MESH	C115717
Fumarate	MESH	D005650
Ketoglutaric acid	MESH	D007656
Glutamic acid	MESH	C030030
Proline	MESH	C489032
Argininosuccinate	MESH	C042049
Succinate	MESH	D013386
Succinyl CoA	MESH	C012046
Methionine	MESH	D008715
Valine	MESH	C521924
Ornithine	MESH	C008973
5-hydroxytryptophan		
Serotonin	MESH	D012701
5-Hydroxyindoleacetic acid	MESH	D006897
N-Formyl Kynurenine	MESH	C029366
Neopterin	MESH	D019798
Kynurenine	MESH	C029366
Kynurenic acid	MESH	D007736
3-Hydroxykynurenine	MESH	C402223
Xanthurenic acid	MESH	C028330
KYNU		
3-Hydroxyanthranilic acid	MESH	D015095
NAAO		
2-Amino-3-carboxymuconic 6-semialdehyde	MESH	C009338
Picolinic acid	MESH	C030614
Quinolinic acid	MESH	D017378
Nicotinic acid	MESH	D009539
NAD	MESH	D009243
