word	type	identifier
Glutathione	Chemical	MESH:D005978
Putrescine	Chemical	MESH:D011700
H	Chemical	MESH:D006859
Ornithine	Chemical	MESH:C008973
H	Chemical	MESH:D006859
Arginine	Chemical	MESH:D001127
Spermidine	Chemical	MESH:D013095
5-Oxoproline	Chemical	MESH:D011761
H	Chemical	MESH:D006859
H	Chemical	MESH:D006859
Spermine	Chemical	MESH:D013096
H	Chemical	MESH:D006859
L-Cysteinyl-glycine	Chemical	MESH:C028505
Glutathione	Chemical	MESH:D005978
H	Chemical	MESH:D006859
Cysteine	Chemical	MESH:D003545
H	Chemical	MESH:D006859
Glycine	Chemical	MESH:D005998
H	Chemical	MESH:D006859
Glutamylcysteine	Chemical	MESH:C017341
Glutamate	Chemical	NA
H	Chemical	MESH:D006859
Glutamate	Chemical	NA
Glutathionyl-spermine	Chemical	MESH:D013096
