word	source	identifier
Glucose	MESH	D005947
glucose	MESH	D005947
Benzoate	MESH	D001565
ATP	MESH	D000255
NADH	MESH	D009243
Benzoate-1,2-diol	MESH	D001565
NADPH	MESH	D009249
Co	MESH	C065987
Ru5P	MESH	D012428
Catechol	MESH	C034221
cis,cis-Muconate	MESH	C005939
Muconolactone	MESH	C039879
KDPG	MESH	C081217
benzoate	MESH	D001565
3-ketoadipate	MESH	C027316
Succinyl-CoA	MESH	C012046
Succinate	MESH	D013386
NAD(P)H	MESH	D009243
1,3-bisPG	MESH	C100573
DHAP	MESH	C017202
3-ketoadipate-CoA	MESH	C027316
TENO		
Pyruvate	MESH	D011773
Acetyl-CoA	MESH	D000105
TCA	MESH	C000589078
Citrate	MESH	C102006
cis-aconitate	MESH	C043607
Isocitrate	MESH	D007523
Glyoxylate	MESH	D006038
Fumarate	MESH	D005650
SDHC Succinate	MESH	D013386
