word	mesh	match	name	chebi
Isopentenyl diphosphate	mesh:C004809	NA	NA	NA
Acetyl-CoA	mesh:D000105	Acetyl Coenzyme A	acetyl-CoA	chebi:15351
Acetoacetyl-CoA	mesh:C010667	NA	NA	NA
HMELO3260981	NA	NA	NA	NA
HMELO1461482	NA	NA	NA	NA
Mevalonate	mesh:D008798	NA	NA	NA
Isoprenyl diphosphate	mesh:C054126	NA	NA	NA
Isoprenyl diphosphates	mesh:C054126	NA	NA	NA
Terpene	mesh:D013729	terpene	Terpenes	chebi:35186
HMELO1748481	NA	NA	NA	NA
IPP	mesh:C041272	3-(indol-3-yl)propyl phosphate	indolepropanol phosphate	chebi:28162
DMAPP	mesh:C043060	NA	NA	NA
Hydroxymethylglutaryl-CoA	mesh:C008047	NA	NA	NA
Monoterpene	mesh:D039821	NA	NA	NA
Monoterpenes	mesh:D039821	NA	NA	NA
Mevalonate-5-phosphate	mesh:C045038	NA	NA	NA
Phosphomevalonate	mesh:C045038	NA	NA	NA
HMELO0742984	NA	NA	NA	NA
Mevalonate-5-pyrophosphate	mesh:C046285	NA	NA	NA
FPP	mesh:C039834	NA	NA	NA
Diphosphomevalonate	NA	NA	NA	NA
Sesquiterpene	mesh:D012717	Sesquiterpenes	sesquiterpene	chebi:35189
Sesquiterpenes	mesh:D012717	Sesquiterpenes	sesquiterpene	chebi:35189
Isopentyl	mesh:C029683	NA	NA	NA
diphosphate	mesh:D011756	NA	NA	NA
HMELO0401281	NA	NA	NA	NA
Dimethylallyl	mesh:C043060	NA	NA	NA
HMELO0510381	NA	NA	NA	NA
Diterpene	mesh:D004224	NA	NA	NA
Diterpenes	mesh:D004224	NA	NA	NA
Ocimene	mesh:C443996	beta-ocimene	beta-ocimene	chebi:10436
Geranyl diphosphate	mesh:C511282	NA	NA	NA
Farnesyl diphosphate	mesh:C004808	2-trans,6-trans-farnesyl diphosphate	farnesyl pyrophosphate	chebi:17407
HMELO1548481	NA	NA	NA	NA
HMELO3710481	NA	NA	NA	NA
HMELO3710581	NA	NA	NA	NA
HMELO3710681	NA	NA	NA	NA
HMELO2230683	NA	NA	NA	NA
HMELO3710781	NA	NA	NA	NA
HMELO3710881	NA	NA	NA	NA
Geranylgeranyl diphosphate	mesh:C002963	2-trans,6-trans,10-trans-geranylgeranyl diphosphate	geranylgeranyl pyrophosphate	chebi:48861
HMELO3178481	NA	NA	NA	NA
HMELO1123481	NA	NA	NA	NA
HMELO0817281	NA	NA	NA	NA
HMELO0817381	NA	NA	NA	NA
Decaprenyl diphosphate	mesh:C068697	trans,polycis-decaprenyl phosphate	decaprenyl phosphate	chebi:66867
