word	mesh	match	name	doid
AUTOIMMUNITY IN CD	mesh:D006223	NA	NA	NA
Mucosal inflammation	mesh:D007249	NA	NA	NA
Headache	mesh:D006261	NA	NA	NA
Conjunctivitis	mesh:D003231	NA	NA	NA
Lymphadenitis	mesh:D008199	NA	NA	NA
Pleural effusions	mesh:D010996	NA	NA	NA
Hypotension	mesh:D007022	NA	NA	NA
Pericarditis	mesh:D010493	NA	NA	NA
Aneurysms	mesh:D000783	NA	NA	NA
Pain	mesh:D010146	NA	NA	NA
Myalgia	mesh:D063806	NA	NA	NA
Neutrophilia  Lymphopenia	mesh:C563010	NA	NA	NA
Thrombocytopenia	mesh:D013921	NA	NA	NA
Hyponatremia	mesh:D007010	NA	NA	NA
Tachypnea  Hypoxemia	mesh:D000860	NA	NA	NA
Myocarditis	mesh:D009205	NA	NA	NA
Tachycardia	mesh:D013610	NA	NA	NA
Vomiting	mesh:D014839	NA	NA	NA
Diarrhea	mesh:D003967	NA	NA	NA
Lamina Propria  Renal Failure	mesh:D051437	NA	NA	NA
Skin Rash	mesh:D005076	NA	NA	NA
SARS-CoV-2	mesh:C000657245	NA	NA	NA
SARS-CoV	mesh:C000657245	NA	NA	NA
SARS-CoV-2	mesh:C000657245	NA	NA	NA
NETosis  Microthrombosis Complement	mesh:D007153	NA	NA	NA
