word	mesh	match	name	doid
lymphoma	NA	lymphoma	lymphoma	DOID:0060058
lymphoma	NA	lymphoma	lymphoma	DOID:0060058
leukemia	NA	leukemia	leukemia	DOID:1240
leukemia	NA	leukemia	leukemia	DOID:1240
Multiple myeloma	NA	multiple myeloma	multiple myeloma	DOID:9538
B-cell lymphoma	NA	B-cell lymphoma	B-cell lymphoma	DOID:707
Non-Hodgkin lymphoma	NA	non-Hodgkin lymphoma	non-Hodgkin lymphoma	DOID:0060060
myeloid leukemia	NA	myeloid leukemia	myeloid leukemia	DOID:8692
large B-cell lymphoma	NA	large B-cell lymphoma	large B-cell lymphoma	DOID:0081452
Chronic myeloid leukemia	NA	chronic myeloid leukemia	chronic myeloid leukemia	DOID:8552
Acute lymphoblastic leukemia	NA	acute lymphoblastic leukemia	acute lymphoblastic leukemia	DOID:9952
Diffuse large B-cell lymphoma	NA	diffuse large B-cell lymphoma	diffuse large B-cell lymphoma	DOID:0050745
