organism_id	organism_name	organism_group	word	match	ncbigene_symbol	ncbigene_id	source	count_direct	count_synonym	count_match
7227	Drosophila melanogaster	Invertebrates	FGFR	FGFR	btl	39564	ncbigene_synonym	6	14	11
7227	Drosophila melanogaster	Invertebrates	FGFR	FGFR	htl	42160	ncbigene_synonym	6	14	11
7227	Drosophila melanogaster	Invertebrates	GRB	GRB	grb	44164	ncbigene_symbol	6	14	11
7227	Drosophila melanogaster	Invertebrates	RAS	RAS	ras	43873	ncbigene_symbol	6	14	11
7227	Drosophila melanogaster	Invertebrates	RAS	RAS	Ras64B	38494	ncbigene_synonym	6	14	11
7227	Drosophila melanogaster	Invertebrates	RAS	RAS	Ras85D	41140	ncbigene_synonym	6	14	11
7227	Drosophila melanogaster	Invertebrates	RAF	RAF	Raf	31221	ncbigene_symbol	6	14	11
7227	Drosophila melanogaster	Invertebrates	MẮPK	MAPK	MKP-4	32963	ncbigene_synonym	6	14	11
7227	Drosophila melanogaster	Invertebrates	MẮPK	MAPK	p38b	34780	ncbigene_synonym	6	14	11
7227	Drosophila melanogaster	Invertebrates	MẮPK	MAPK	rl	3354888	ncbigene_synonym	6	14	11
7227	Drosophila melanogaster	Invertebrates	SOS	SOS	Sos	34790	ncbigene_symbol	6	14	11
7227	Drosophila melanogaster	Invertebrates	PI3K	PI3K	Pi3K21B	33203	ncbigene_synonym	6	14	11
7227	Drosophila melanogaster	Invertebrates	PI3K	PI3K	Pi3K59F	37733	ncbigene_synonym	6	14	11
7227	Drosophila melanogaster	Invertebrates	PI3K	PI3K	Pi3K68D	39329	ncbigene_synonym	6	14	11
7227	Drosophila melanogaster	Invertebrates	PI3K	PI3K	Pi3K92E	42446	ncbigene_synonym	6	14	11
7227	Drosophila melanogaster	Invertebrates	AKT	AKT	Akt	41957	ncbigene_symbol	6	14	11
7227	Drosophila melanogaster	Invertebrates	mTOR	MTOR	Mtor	36264	ncbigene_symbol	6	14	11
7227	Drosophila melanogaster	Invertebrates	mTOR	MTOR	Tor	47396	ncbigene_synonym	6	14	11
7227	Drosophila melanogaster	Invertebrates	PLCY	PLCG	sl	32601	ncbigene_synonym	6	14	11
7227	Drosophila melanogaster	Invertebrates	FGF	FGF	bnl	42356	ncbigene_synonym	6	14	11
9606	Homo sapiens	Primates	FGFR	FGFR	FGFR1	2260	famplex_relations	2	7	11
9606	Homo sapiens	Primates	FGFR	FGFR	FGFR2	2263	famplex_relations	2	7	11
9606	Homo sapiens	Primates	FGFR	FGFR	FGFR3	2261	famplex_relations	2	7	11
9606	Homo sapiens	Primates	FGFR	FGFR	FGFR4	2264	famplex_relations	2	7	11
9606	Homo sapiens	Primates	FGFR	FGFR	FGFRL1	53834	famplex_relations	2	7	11
9606	Homo sapiens	Primates	RAS	RAS	KRAS	3845	famplex_relations	2	7	11
9606	Homo sapiens	Primates	RAS	RAS	HRAS	3265	famplex_relations	2	7	11
9606	Homo sapiens	Primates	RAS	RAS	NRAS	4893	famplex_relations	2	7	11
9606	Homo sapiens	Primates	RAF	RAF	ZHX2	22882	ncbigene_synonym	2	7	11
9606	Homo sapiens	Primates	RAF	RAF	ARAF	369	famplex_relations	2	7	11
9606	Homo sapiens	Primates	RAF	RAF	BRAF	673	famplex_relations	2	7	11
9606	Homo sapiens	Primates	RAF	RAF	RAF1	5894	famplex_relations	2	7	11
9606	Homo sapiens	Primates	MẮPK	MAPK	MAPK1	5594	famplex_relations	2	7	11
9606	Homo sapiens	Primates	MẮPK	MAPK	MAPK3	5595	famplex_relations	2	7	11
9606	Homo sapiens	Primates	MẮPK	MAPK	MAPK11	5600	famplex_relations	2	7	11
9606	Homo sapiens	Primates	MẮPK	MAPK	MAPK12	6300	famplex_relations	2	7	11
9606	Homo sapiens	Primates	MẮPK	MAPK	MAPK13	5603	famplex_relations	2	7	11
9606	Homo sapiens	Primates	MẮPK	MAPK	MAPK14	1432	famplex_relations	2	7	11
