word	source	identifier
N-acetyl 5-HT	MESH	D012701
melatonin	MESH	D008550
5-HT	MESH	D012701
NH2TP	MESH	D043343
5-hydroxy	MESH	D006880
Formyl-N-acetyl-5	MESH	C013744
tryptophan		
methoxykynurenamine	MESH	C032131
5-HIAA	MESH	D006897
KYN	MESH	C105630
3-hydroxy	MESH	D006880
kynurenine	MESH	C029366
KYNU		
2-amino-3	MESH	D000596
Nicotinamide	MESH	D009536
adenine	MESH	D000225
carboxymuconate	MESH	C558759
anthranilic acid	MESH	C031385
dinucleotide	MESH	C015772
NAD	MESH	D009243
semialdehyde	MESH	C009338
Kynurenine	MESH	C029366
Serotonin	MESH	D012701
