word	mesh	match	name	doid
SARS-CoV-2	mesh:C000657245	NA	NA	NA
Atrophy	mesh:D001284	NA	NA	NA
Fibrosis	mesh:D005355	NA	NA	NA
inflammation	mesh:D007249	NA	NA	NA
atrophy	mesh:D001284	NA	NA	NA
fibrosis	mesh:D005355	NA	NA	NA
Oxidation	mesh:D004194	NA	NA	NA
Hypertension	mesh:D006973	NA	NA	NA
Cardiac hypertrophy	mesh:D006332	NA	NA	NA
Renovascular disorders	mesh:D006978	NA	NA	NA
Cardiac failure	mesh:D006333	Heart Failure	congestive heart failure	doid:6000
Kidney failure	mesh:D051437	NA	NA	NA
Pulmonary hypertertsion	mesh:D008171	lung disease	Lung Diseases	doid:850
Pulmonary fibrosis	mesh:D011658	NA	NA	NA
APC	mesh:D011125	NA	NA	NA
