word	type	identifier
OH	Chemical	MESH:C031356
Urolithin	Chemical	MESH:C026423
Urolithin	Chemical	MESH:C026423
Urolithin	Chemical	MESH:C026423
Urolithin	Chemical	MESH:C026423
Urolithin E	Chemical	MESH:C026423
OH	Chemical	MESH:C031356
Luteic acid	Chemical	MESH:D000596
OH Urolithin	Chemical	MESH:C026423
OH Ellagic acid	Chemical	MESH:D004610
Urolithin	Chemical	MESH:C026423
Urolithin	Chemical	MESH:C026423
Urolithin A	Chemical	MESH:C026423
Urolithin B	Chemical	MESH:C000595064
Urolithin D	Chemical	MESH:C000595063
Urolithin C	Chemical	MESH:C588364
Isourolithin A	Chemical	NA
