word	mesh	match	name	chebi
(15,25)-norpseudoephedrine	mesh:C005331	NA	NA	NA
cathine	mesh:C005331	NA	NA	NA
trans-cinnamoyl-CoA	mesh:C022903	NA	NA	NA
cathinone	mesh:C023665	2-aminopropiophenone	cathinone	chebi:59332
3-hydroxy-3-phenylpropionic acid	mesh:C031579	3-hydroxy-3-phenylpropionic acid	beta-hydroxyphenylpropionic acid	chebi:19929
benzoyl-CoA	mesh:C037817	benzoyl-CoA	benzoyl-coenzyme A	chebi:15515
3-oxo-3-phenylpropionyl-CoA	mesh:C078024	3-phenylpropanoyl-CoA	phenylpropionyl-coenzyme A	chebi:85675
3-hydroxy-3-phenylpropionyl-CoA	mesh:C086434	3-hydroxy-3-phenylpropionyl-CoA	3-hydroxy-3-phenylpropionyl-coenzyme A	chebi:71290
aldol	mesh:C116609	NA	NA	NA
benzaldehyde	mesh:D001547	Benzaldehydes	benzaldehydes	chebi:22698
L-phenylalanine	mesh:D010649	Phenylalanine	phenylalanine	chebi:28044
norephedrine	mesh:D010665	Phenylpropanolamine	phenylpropanolamine	chebi:8104
pyruvate	mesh:D011773	NA	NA	NA
benzoic acid	mesh:D019817	benzoic acid	Benzoic Acid	chebi:30746
