word	mesh	match	name	chebi
DOX	mesh:D004317	Doxorubicin	doxorubicin	chebi:28748
ApO Cholesterol	mesh:D002784	Cholesterol	cholesterol	chebi:16113
DOX-NH	mesh:D004317	Doxorubicin	doxorubicin	chebi:28748
SO	mesh:C443440	NA	NA	NA
DSPE-PEG2K	mesh:C107570	NA	NA	NA
Cholesterol	mesh:D002784	Cholesterol	cholesterol	chebi:16113
DSPE-PEG	mesh:C107570	NA	NA	NA
NH	mesh:D000641	Ammonia	ammonia	chebi:16134
sO	mesh:D013481	Superoxides	superoxide	chebi:18421
2DOX-NH	mesh:D004317	Doxorubicin	doxorubicin	chebi:28748
2DOX-NH3*	mesh:D004317	Doxorubicin	doxorubicin	chebi:28748
CH	mesh:C103208	NA	NA	NA
H	mesh:D006859	Hydrogen	dihydrogen	chebi:18276
DOX-NH3	mesh:D004317	Doxorubicin	doxorubicin	chebi:28748
Dox	mesh:C561093	NA	NA	NA
