word	mesh	match	name	doid
Arthritis	mesh:D001168	NA	NA	NA
rheumatoid arthritis	mesh:D001172	NA	NA	NA
intrahepatic cholangiocarcinoma	mesh:D018281	NA	NA	NA
arthritis	mesh:D001168	NA	NA	NA
psoriatic arthritis	mesh:D015535	NA	NA	NA
Arthritis	mesh:D001168	NA	NA	NA
rheumatoid arthritis	mesh:D001172	NA	NA	NA
arthritis	mesh:D001168	NA	NA	NA
epilepsy	mesh:D004827	NA	NA	NA
arthropathy	mesh:D007592	NA	NA	NA
contiguous gene syndrome	mesh:D025063	NA	NA	NA
osteoarthritis	mesh:D010003	osteoarthritis	Osteoarthritis	doid:8398
arthritis	mesh:D001168	NA	NA	NA
AIAP	NA	NA	NA	NA
