word	mesh	match	name	doid
syndrome	NA	syndrome	syndrome	DOID:225
arthritis	NA	arthritis	arthritis	DOID:848
colitis	NA	colitis	colitis	DOID:0060180
nephritis	NA	nephritis	nephritis	DOID:10952
Psoriasis	NA	psoriasis	psoriasis	DOID:8893
Psoriasis	NA	psoriasis	psoriasis	DOID:8893
lupus erythematosus	NA	lupus erythematosus	lupus erythematosus	DOID:8857
Rheumatoid arthritis	NA	rheumatoid arthritis	rheumatoid arthritis	DOID:7148
multiple sclerosis	NA	multiple sclerosis	multiple sclerosis	DOID:2377
pulmonary fibrosis	NA	pulmonary fibrosis	pulmonary fibrosis	DOID:3770
Ulcerative colitis	NA	ulcerative colitis	ulcerative colitis	DOID:8577
lupus nephritis	NA	lupus nephritis	lupus nephritis	DOID:0080162
Systemic lupus erythematosus	NA	systemic lupus erythematosus	systemic lupus erythematosus	DOID:9074
Idiopathic pulmonary fibrosis	NA	idiopathic pulmonary fibrosis	idiopathic pulmonary fibrosis	DOID:0050156
