organism_id	organism_name	organism_group	word	match	ncbigene_symbol	ncbigene_id	source	count_direct	count_match
9606	Homo sapiens	Primates	Cullin1/2/3	CUL2	CUL2	8453	ncbigene_symbol	23	24
9606	Homo sapiens	Primates	Cullin1/2/3	CUL3	CUL3	8452	ncbigene_symbol	23	24
9606	Homo sapiens	Primates	Cullin1/2/3	CUL3	CUL3	8452	ncbigene_synonym	23	24
9606	Homo sapiens	Primates	HuR	HUR	ELAVL1	1994	ncbigene_synonym	23	24
9606	Homo sapiens	Primates	SYNCRIP;	SYNCRIP	SYNCRIP	10492	ncbigene_symbol	23	24
9606	Homo sapiens	Primates	FAF2;	FAF2	FAF2	23197	ncbigene_symbol	23	24
9606	Homo sapiens	Primates	FBXW11;	FBXW11	FBXW11	23291	ncbigene_symbol	23	24
9606	Homo sapiens	Primates	FAF1;	FAF1	FAF1	11124	ncbigene_symbol	23	24
9606	Homo sapiens	Primates	FBXW2%;	FBXW2	FBXW2	26190	ncbigene_symbol	23	24
9606	Homo sapiens	Primates	PABPC1;	PABPC1	PABPC1	26986	ncbigene_symbol	23	24
9606	Homo sapiens	Primates	BTRC	BTRC	BTRC	8945	ncbigene_symbol	23	24
9606	Homo sapiens	Primates	FBXW7;	FBXW7	FBXW7	55294	ncbigene_symbol	23	24
9606	Homo sapiens	Primates	RPL15;	RPL15	RPL15	6138	ncbigene_symbol	23	24
9606	Homo sapiens	Primates	PABPC4;	PABPC4	PABPC4	8761	ncbigene_symbol	23	24
9606	Homo sapiens	Primates	KLF5;	KLF5	KLF5	688	ncbigene_symbol	23	24
9606	Homo sapiens	Primates	KLF2;	KLF2	KLF2	10365	ncbigene_symbol	23	24
9606	Homo sapiens	Primates	AQP3;	AQP3	AQP3	360	ncbigene_symbol	23	24
9606	Homo sapiens	Primates	AQP3;	AQP3	AQP3	360	ncbigene_synonym	23	24
9606	Homo sapiens	Primates	KLF9;	KLF9	KLF9	687	ncbigene_symbol	23	24
9606	Homo sapiens	Primates	MORF4L1;	MORF4L1	MORF4L1	10933	ncbigene_symbol	23	24
9606	Homo sapiens	Primates	KLF11;	KLF11	KLF11	8462	ncbigene_symbol	23	24
9606	Homo sapiens	Primates	RÁB22A;	RAB22A	RAB22A	57403	ncbigene_symbol	23	24
9606	Homo sapiens	Primates	RAB5A;	RAB5A	RAB5A	5868	ncbigene_symbol	23	24
9606	Homo sapiens	Primates	SLC25A44	SLC25A44	SLC25A44	9673	ncbigene_symbol	23	24
9606	Homo sapiens	Primates	RAB31;	RAB31	RAB31	11031	ncbigene_symbol	23	24
9606	Homo sapiens	Primates	RAB5B;	RAB5B	RAB5B	5869	ncbigene_symbol	23	24
