word	type	identifier
Pentose-phosphate	Chemical	MESH:D010429
Nucleotide	Chemical	MESH:D009711
DHAP	Chemical	MESH:C017202
Aspartate	Chemical	NA
Asparagine	Chemical	MESH:C050801
Serine	Chemical	MESH:C047902
glycine	Chemical	MESH:D005998
carbon	Chemical	MESH:D002244
Glucose	Chemical	MESH:D005947
Glucose	Chemical	MESH:D005947
Fructose-6P Hexosamines	Chemical	MESH:D006595
Fructose	Chemical	MESH:D005632
Amino acid	Chemical	MESH:D000596
Glucose	Chemical	MESH:D005947
NADH	Chemical	MESH:D009243
glucose	Chemical	MESH:D005947
NAD	Chemical	MESH:D009243
ENO	Chemical	MESH:C095157
NADH NAD	Chemical	MESH:D009243
Pyruvate	Chemical	MESH:D011773
POH NADHIH NAD	Chemical	MESH:D009243
Acetyl-CoA	Chemical	MESH:D000105
Citrate	Chemical	MESH:C102006
TCA	Chemical	MESH:C000589078
Lactate	Chemical	MESH:D019344
Lactate	Chemical	MESH:D019344
ENO	Chemical	MESH:C095157
Sterols	Chemical	MESH:D013261
Fatty acids	Chemical	MESH:D005227
Acetyl-CoA-Role	Chemical	MESH:D000105
Glutamate	Chemical	NA
Glutamine	Chemical	MESH:C578860
Proline	Chemical	MESH:C489032
Pentose-phosphate	Chemical	MESH:D010429
Nucleotide	Chemical	MESH:D009711
Glycerol DHAP	Chemical	MESH:C017202
Aspartate	Chemical	NA
Asparagine	Chemical	MESH:C050801
Glucose	Chemical	MESH:D005947
Glucose	Chemical	MESH:D005947
Glucose	Chemical	MESH:D005947
Fructose	Chemical	MESH:D005632
Serine	Chemical	MESH:C047902
glycine	Chemical	MESH:D005998
carbon	Chemical	MESH:D002244
Fatty Acid	Chemical	MESH:D005227
Fructose	Chemical	MESH:D005632
Amino acid	Chemical	MESH:D000596
glucose	Chemical	MESH:D005947
NAD	Chemical	MESH:D009243
NADHUH	Chemical	NA
ENO	Chemical	MESH:C095157
Pyruvate	Chemical	MESH:D011773
Acetyl-CoA	Chemical	MESH:D000105
Metformin	Chemical	MESH:D008687
TCA	Chemical	MESH:C000589078
Metformin	Chemical	MESH:D008687
Resveratrol	Chemical	MESH:C059514
Vitamin K2	Chemical	MESH:D014812
Vitamin	Chemical	MESH:C059630
Metformin	Chemical	MESH:D008687
PDH NADH NAD	Chemical	MESH:D009243
Citrate	Chemical	MESH:C102006
Lactate	Chemical	MESH:D019344
Lactate	Chemical	MESH:D019344
Taxol	Chemical	MESH:D017239
Nucleotide	Chemical	MESH:D009711
Glutathione	Chemical	MESH:D005978
Glutamine	Chemical	MESH:C578860
Sterols	Chemical	MESH:D013261
amino	Chemical	MESH:D000596
Fatty acids acid	Chemical	MESH:D005227
Glutamate	Chemical	NA
Glutamine	Chemical	MESH:C578860
Proline	Chemical	MESH:C489032
Glutamate	Chemical	NA
