word	mesh	match	name	chebi
DHEAS	NA	NA	NA	NA
Cholesterol	mesh:D002784	Cholesterol	cholesterol	chebi:16113
OH-DHEA	mesh:C003587	NA	NA	NA
7-oxo-DHEA	mesh:C117281	NA	NA	NA
Pregnenolone	mesh:D011284	Pregnenolone	pregnenolone	chebi:16581
DHEA	mesh:D003687	Dehydroepiandrosterone	dehydroepiandrosterone	chebi:28689
Progesterone	mesh:D011374	Progesterone	progesterone	chebi:17026
Androstenedione	mesh:D000735	Androstenedione	androst-4-ene-3,17-dione	chebi:16422
Androst-5-ene-3B	mesh:C042468	NA	NA	NA
diol	mesh:C518382	NA	NA	NA
Testosterone	mesh:D013739	Testosterone	testosterone	chebi:17347
17B-Estradiol	mesh:D004958	Estradiol	17beta-estradiol	chebi:16469
