word	source	identifier
L-aspartate		
L-aspartyl-4-phosphate	MESH	C080396
L-aspartate-semialdehyde		
(25, 45)-4-hydroxyl-2,3,4,5-tetrahydrodipicolinate	MESH	D017665
(S)-2,3,4,5-tetrahydrodipicolinate	MESH	D013455
N-succinyl-2-amino-6-ketopimelate	MESH	C018821
acetyl-CoA	MESH	D000105
propanoyl	MESH	C417902
oxaloacetate	MESH	D010071
citrate	MESH	C102006
(25,35)-2-methylcitrate	MESH	C031605
S-malate	MESH	D008293
cis-aconitate	MESH	C043607
glyoxylate	MESH	D006038
D-threo-isocitrate	MESH	D007523
cis-2-methylaconitate fumarate	MESH	C043607
N-succinyl-L,L-2,6-diaminopimelate	MESH	C110965
L-diaminopimelate	MESH	C110965
(2R,3S)-2-methylisocitrate	MESH	C021058
ketoglutarate	MESH	C029743
succinate	MESH	D013386
N-acetyl-L,L-2,6-diaminopimelate meso-diaminopimelate	MESH	C110965
L-lysine	MESH	C114808
