word	mesh	match	name	chebi
Sucrose	mesh:D013395	Sucrose	sucrose	chebi:17992
Glucose	mesh:D005947	Glucose	D-glucopyranose	chebi:4167
D-Gluconate	mesh:C030691	NA	NA	NA
D-Fructose	mesh:D005632	Fructose	fructose	chebi:28757
Mannose	mesh:D008358	Mannose	D-mannopyranose	chebi:4208
Myoinositol	mesh:D007294	Inositol	myo-inositol	chebi:17268
Serine	mesh:C047902	NA	NA	NA
Shikimic acid	mesh:D012765	NA	NA	NA
Phenylalanine	mesh:C119108	Leu-Phe	leucyl-phenylalanine	chebi:73585
Tyrosine	NA	NA	NA	NA
Norleucine	mesh:C031684	NA	NA	NA
Lysine	mesh:C114808	Tyr-Lys	tyrosyl-lysine	chebi:75004
Alanine	mesh:D000409	Alanine	alanine	chebi:16449
Aspartate	NA	NA	NA	NA
Tryptophan	NA	NA	NA	NA
Threonine	mesh:C061951	Gly-Thr	glycyl-threonine	chebi:73920
Acetyl-CoA	mesh:D000105	Acetyl Coenzyme A	acetyl-CoA	chebi:15351
Oleic acid	mesh:D009829	NA	NA	NA
Palmitic acid	mesh:D019308	Palmitic Acid	hexadecanoic acid	chebi:15756
Linolenic acid	mesh:D008042	Linolenic Acids	linolenic acid	chebi:25048
Citrate	mesh:C102006	NA	NA	NA
Oxalic acid	mesh:D019815	NA	NA	NA
Glutamine	mesh:C578860	Arg-Gln	arginyl-glutamine	chebi:73813
Nicotinate	mesh:D009525	Niacin	nicotinic acid	chebi:15940
cis-Aconitic acid	mesh:D000156	Aconitic Acid	aconitic acid	chebi:22211
Piperidine	mesh:D010880	Piperidines	piperidines	chebi:26151
Glutamic acid	mesh:C030030	NA	NA	NA
Omithine	NA	NA	NA	NA
TCA	mesh:C000589078	NA	NA	NA
Cadaverine	mesh:D002103	Cadaverine	cadaverine	chebi:18127
2-Butenedioic acid	mesh:C073341	NA	NA	NA
Succinate	mesh:D013386	Succinates	succinate	chebi:26806
