word	type	identifier
hydroxylanosterol	Chemical	MESH:C053902
24-Dimethylcholestatrienol	Chemical	MESH:C055039
Dimethylcholestatrienol	Chemical	NA
Zymosterol	Chemical	MESH:C015582
Acetyl CoA	Chemical	MESH:D000105
Acetoacetyl	Chemical	MESH:C010667
CoA	Chemical	MESH:C065987
Melavolonic acid	Chemical	MESH:D000596
HMG-CoA	Chemical	MESH:C008047
Squalene	Chemical	MESH:D013185
Lanosterol	Chemical	MESH:D007810
Cholesterol	Chemical	MESH:D002784
24,25-Dihydroxylanosterol	Chemical	MESH:D015650
Dimethylcholestadienol	Chemical	NA
Dimethylcholestaenol	Chemical	NA
Zymosterol	Chemical	MESH:C015582
Dehydrocholesterol	Chemical	MESH:D003684
