word	mesh	match	name	doid
cancer	NA	cancer	cancer	DOID:162
Melanoma	NA	melanoma	melanoma	DOID:1909
Melanoma	NA	melanoma	melanoma	DOID:1909
cancer	NA	cancer	cancer	DOID:162
Osteosarcoma	NA	osteosarcoma	osteosarcoma	DOID:3347
Osteosarcoma	NA	osteosarcoma	osteosarcoma	DOID:3347
cancer	NA	cancer	cancer	DOID:162
Colorectal cancer	NA	colorectal cancer	colorectal cancer	DOID:9256
Colorectal cancer	NA	colorectal cancer	colorectal cancer	DOID:9256
Ovarian cancer	NA	ovarian cancer	ovarian cancer	DOID:2394
