word	mesh	match	name	chebi
Vitamin D	mesh:D014807	Vitamin D	vitamin D	chebi:27300
25(OH)3D	mesh:C101470	NA	NA	NA
OH	mesh:C031356	hydroxide	hydroxide ion	chebi:16234
25(OH)2D 1a,20(OH)2D	mesh:C101470	NA	NA	NA
OH	mesh:C031356	hydroxide	hydroxide ion	chebi:16234
OH	mesh:C031356	hydroxide	hydroxide ion	chebi:16234
OH	mesh:C031356	hydroxide	hydroxide ion	chebi:16234
OH	mesh:C031356	hydroxide	hydroxide ion	chebi:16234
OH	mesh:C031356	hydroxide	hydroxide ion	chebi:16234
24(OH)2D	mesh:C118930	NA	NA	NA
25(OH)2D	mesh:C101470	NA	NA	NA
OH	mesh:C031356	hydroxide	hydroxide ion	chebi:16234
25(OH)3D	mesh:C101470	NA	NA	NA
OH	mesh:C031356	hydroxide	hydroxide ion	chebi:16234
OH	mesh:C031356	hydroxide	hydroxide ion	chebi:16234
OH	mesh:C031356	hydroxide	hydroxide ion	chebi:16234
23(OH)2D	mesh:C547379	NA	NA	NA
17,20(OH)2D	mesh:C559401	NA	NA	NA
17,20,23(OH)3D	mesh:C547379	NA	NA	NA
23,24(OH)3D	mesh:C547379	NA	NA	NA
23,25(OH)3D	mesh:C101470	NA	NA	NA
