word	mesh	match	name	chebi
arachidonic	mesh:D001095	NA	NA	NA
12B-H	mesh:C057499	NA	NA	NA
niclosamide	mesh:D009534	Niclosamide	Niclosamide	chebi:7553
Statins	mesh:D019821	Simvastatin	simvastatin	chebi:9150
Triglycerides	mesh:D014280	Triglycerides	triglyceride	chebi:17855
Mevalonate	mesh:D008798	NA	NA	NA
fatty acids	mesh:D005227	Fatty Acids	fatty acid	chebi:35366
Acetyl CoA	mesh:D000105	Acetyl Coenzyme A	acetyl-CoA	chebi:15351
Fatty acids	mesh:D005227	Fatty Acids	fatty acid	chebi:35366
creatine	mesh:D003401	Creatine	creatine	chebi:16919
TCA	mesh:C000589078	NA	NA	NA
Metformin	mesh:D008687	Metformin	metformin	chebi:6801
citrate	mesh:C102006	NA	NA	NA
NADH	mesh:D009243	NAD	NAD(+)	chebi:15846
