word	type	identifier
Ca	Chemical	MESH:D002118
Ca	Chemical	MESH:D002118
Acetyl-CoA	Chemical	MESH:D000105
Acetoacetyl-CoA	Chemical	MESH:C010667
MVA-5-P	Chemical	MESH:C472750
FPP	Chemical	MESH:C039834
triterpenoid	Chemical	MESH:C520592
D-Glyceraldehyde 3-phosphate	Chemical	MESH:D005986
CDP	Chemical	MESH:D003565
CDP	Chemical	MESH:D003565
DMAPP	Chemical	MESH:C043060
Pyruvate	Chemical	MESH:D011773
Geraniol	Chemical	MESH:C007836
GeDH	Chemical	MESH:D005857
Perillene	Chemical	MESH:C090823
Perillaketone	Chemical	NA
Egomaketone	Chemical	NA
Isoegomaketone	Chemical	MESH:C568138
