word	mesh	match	name	chebi
Ribulose 5-P	mesh:C100182	NA	NA	NA
Acetate	mesh:D000085	Acetates	acetate ester	chebi:47622
Ala	mesh:D000409	Alanine	alanine	chebi:16449
Arg	mesh:D001120	Arginine	arginine	chebi:29016
Asn	mesh:D001216	Asparagine	L-asparagine	chebi:17196
Asp	mesh:D001224	NA	NA	NA
Cys	mesh:D003545	Cysteine	cysteine	chebi:15356
Fatty acids	mesh:D005227	Fatty Acids	fatty acid	chebi:35366
Fructose	mesh:D005632	Fructose	fructose	chebi:28757
6-P-gluconate	mesh:D005942	Gluconates	gluconates	chebi:33804
Glucose	mesh:D005947	Glucose	D-glucopyranose	chebi:4167
Glyoxylate	mesh:D006038	Glyoxylates	glyoxylates	chebi:51704
Isocitrate	mesh:D007523	NA	NA	NA
8-lactone	mesh:D007783	Lactones	lactone	chebi:25000
Leu	mesh:D007930	Leucine	L-leucine	chebi:15603
Lys	mesh:D008239	Lysine	L-lysine	chebi:18019
Met	mesh:D008715	NA	NA	NA
Nitrate	mesh:D009566	Nitrates	nitrates	chebi:51081
Nitrite	mesh:D009573	Nitrites	nitrites	chebi:25549
Phe	mesh:D010649	Phenylalanine	phenylalanine	chebi:28044
3-PGA	mesh:D011454	Prostaglandins A	prostaglandins A	chebi:26334
Pyruvate	mesh:D011773	NA	NA	NA
Ribose 5-P	mesh:D012266	NA	NA	NA
Ser	mesh:D012694	Serine	L-serine	chebi:17115
Succinate	mesh:D013386	Succinates	succinate	chebi:26806
Thr	mesh:D013912	Threonine	L-threonine	chebi:16857
Trp	mesh:D014364	Tryptophan	L-tryptophan	chebi:16828
Tyr	mesh:D014443	Tyrosine	L-tyrosine	chebi:17895
Val	mesh:D014633	Valine	L-valine	chebi:16414
Glu	mesh:D018698	NA	NA	NA
Ammonium	mesh:D064751	Ammonium Compounds	ammonium compound	chebi:35276
