word	mesh	match	name	chebi
Glycerol	mesh:D005990	Glycerol	glycerol	chebi:17754
Glycerol 3-phosphate	mesh:C029620	NA	NA	NA
Triosephosphate	NA	NA	NA	NA
Dihydroxyacetone phosphate	mesh:D004099	dihydroxyacetone phosphate	Dihydroxyacetone Phosphate	chebi:16108
Glyceraldehyde	mesh:D005985	Glyceraldehyde	glyceraldehyde	chebi:5445
3-phosphate	mesh:D010710	NA	NA	NA
Fructose	mesh:D005632	Fructose	fructose	chebi:28757
biphosphate	mesh:C018279	sodium phosphate	sodium phosphate	chebi:37586
Glucose-6-phosphate	mesh:D019298	NA	NA	NA
Glucose 6-phosphate	mesh:D019298	NA	NA	NA
Fructose 6-phosphate	mesh:C027618	NA	NA	NA
Pentose Phosphate	mesh:D010429	Pentoses	pentose	chebi:25901
4-phosphate	mesh:D010710	NA	NA	NA
Erythritol	mesh:D004896	Erythritol	erythritol	chebi:17113
