word	mesh	match	name	chebi
Sphingolipid	mesh:D013107	Sphingolipids	sphingolipid	chebi:26739
Spkingosine	NA	NA	NA	NA
O MO0094	mesh:C476036	NA	NA	NA
Ceramide	mesh:D002518	Ceramides	ceramide	chebi:17761
ithaielamine	NA	NA	NA	NA
O MO0066 Lactosyloeramide	mesh:C092581	NA	NA	NA
Sphingosine	mesh:D013110	Sphingosine	sphingosine	chebi:16393
ceinide	NA	NA	NA	NA
lactosyl	mesh:C084793	NA	NA	NA
O Ceramide-P	mesh:D002518	Ceramides	ceramide	chebi:17761
NO0642	mesh:C041479	NA	NA	NA
NO0647	NA	NA	NA	NA
NO0649	NA	NA	NA	NA
Digulactondornenide	NA	NA	NA	NA
Kanehisa	NA	NA	NA	NA
