word	mesh	match	name	chebi
Xylose	NA	xylose	xylo-pentose	chebi:18222
ATP	NA	ATP	ATP	chebi:30616
ADP	NA	ADP	L-alanyl-L-alpha-aspartyl-L-proline	chebi:73342
Glycerol	NA	glycerol	glycerol	chebi:17754
ATP	NA	ATP	ATP	chebi:30616
ADP	NA	ADP	L-alanyl-L-alpha-aspartyl-L-proline	chebi:73342
ATP	NA	ATP	ATP	chebi:30616
ADP	NA	ADP	L-alanyl-L-alpha-aspartyl-L-proline	chebi:73342
NADH	NA	NADH	adenosine 5'-{3-[1-(3-carbamoyl-1,4-dihydropyridin-1-yl)-1,4-anhydro-D-ribitol-5-yl] diphosphate}	chebi:57945
Glycerone	NA	Glycerone	dihydroxyacetone	chebi:16016
DHAP	NA	DHAP	3-hydroxy-2-oxopropyl dihydrogen phosphate	chebi:16108
NAD	NA	NAD	adenosine 5'-{3-[1-(3-carbamoylpyridinio)-1,4-anhydro-D-ribitol-5-yl] dihydrogen diphosphate}	chebi:15846
NADH	NA	NADH	adenosine 5'-{3-[1-(3-carbamoyl-1,4-dihydropyridin-1-yl)-1,4-anhydro-D-ribitol-5-yl] diphosphate}	chebi:57945
ADP	NA	ADP	L-alanyl-L-alpha-aspartyl-L-proline	chebi:73342
CO2	NA	CO2	methanedione	chebi:16526
ATP	NA	ATP	ATP	chebi:30616
PEP	NA	PEP	2-(phosphonooxy)prop-2-enoic acid	chebi:44897
Succinate	NA	succinate	succinate	chebi:30031
ADP	NA	ADP	L-alanyl-L-alpha-aspartyl-L-proline	chebi:73342
Pyruvate	NA	pyruvate	pyruvate	chebi:15361
Formate	NA	formate	formate	chebi:15740
NADH	NA	NADH	adenosine 5'-{3-[1-(3-carbamoyl-1,4-dihydropyridin-1-yl)-1,4-anhydro-D-ribitol-5-yl] diphosphate}	chebi:57945
