word	mesh	match	name	chebi
Succinyl-CoA	mesh:C012046	NA	NA	NA
Alanine	mesh:D000409	Alanine	alanine	chebi:16449
Aspartate	mesh:D001224	NA	NA	NA
FAD	mesh:D005182	Flavin-Adenine Dinucleotide	FAD	chebi:16238
Fumarate	mesh:D005650	NA	NA	NA
Glycine	mesh:D005998	Glycine	glycine	chebi:15428
Isocitrate	mesh:D007523	NA	NA	NA
Oxaloacetate	mesh:D010071	NA	NA	NA
NADH Phosphoenolpyruvate	mesh:D010728	Phosphoenolpyruvate	phosphoenolpyruvate	chebi:18021
Pyruvate	mesh:D011773	NA	NA	NA
Succinate	mesh:D013386	Succinates	succinate	chebi:26806
Glutamate	mesh:D018698	NA	NA	NA
