word	mesh	match	name	chebi
Asparasone A	mesh:C000593200	NA	NA	NA
Aflatoxin	mesh:D000348	Aflatoxins	aflatoxin	chebi:22271
Ustiloxin B	mesh:C089077	ustiloxin B	ustiloxin B	chebi:167111
Lovastatin	mesh:D008148	Lovastatin	lovastatin	chebi:40303
Aflavarin	NA	NA	NA	NA
Kojic acid	mesh:C011890	NA	NA	NA
Cyclopiazonic Acid	mesh:C000543	NA	NA	NA
Piperazines	mesh:C034930	NA	NA	NA
Aspergillic acid	mesh:C004524	Aspergillic acid	aspergillic acid	chebi:2879
Ditryptophenaline	mesh:C437184	NA	NA	NA
Aspergillicin A	NA	NA	NA	NA
Aspergillicin F	mesh:D005461	Fluorine	fluorine-19 atom	chebi:36940
CH	mesh:C103208	NA	NA	NA
